EPRID,ServerName,HostName,ServerType,ServerStatus,OSName,AppCIName,DeviceFunction,Site,Cell,Pod,Environment,Company,ServerOrService,Status,RIPPlanDate,RIPActualDate,RIPExcludeDate
113304,g1u1979c.dsflakdjfl.company.com,g1u1979c,Physical,active,hp-ux,,cfg shared server,Location 2,1,C,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,6/15/2015,NULL,NULL
113304,g1u2116c.dsflakdjfl.company.com,g1u2116c,Physical,active,hp-ux,,cfg shared server,Location 2,1,C,Staging,Instance 3,Database(Oracle) - SDBU,Complete,5/15/2015,3/1/2015,NULL
113304,g1u2117c.dsflakdjfl.company.com,g1u2117c,Physical,active,hp-ux,,cfg shared server,Location 2,1,C,Staging,Instance 3,Database(Oracle) - SDBU,Complete,5/15/2015,3/1/2015,NULL
113304,g2t4039g.dsflakdjfl.company.com,g2t4039g,Virtual,active,linux,,,Location 5,1,B,Production,Instance 3,Application Server,Complete,6/15/2015,3/1/2015,NULL
113304,g2t4056g.dsflakdjfl.company.com,g2t4056g,Virtual,active,linux,,,Location 5,,Z,Production,Instance 3,Dedicated Application Server Hosting (DASH),Scheduled,6/15/2015,NULL,NULL
113304,g2t5377g.dsflakdjfl.company.com,g2t5377g,Virtual,active,linux,,,Location 5,1,Z,Production,Instance 3,Dedicated Application Server Hosting (DASH),Scheduled,6/15/2015,NULL,NULL
113304,g2u0967c.dsflakdjfl.company.com,g2u0967c,Physical,active,hp-ux,,cfg shared server,Location 5,1,B,Production,Instance 3,Batch Monitoring (Tidal),Scheduled,6/15/2015,NULL,NULL
113304,g2u1329c.dsflakdjfl.company.com,g2u1329c,Physical,active,hp-ux,,cfg shared server,Location 5,1,H,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,6/15/2015,NULL,NULL
113304,g2u1330c.dsflakdjfl.company.com,g2u1330c,Physical,active,hp-ux,,cfg shared server,Location 5,1,H,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,6/15/2015,NULL,NULL
113304,g2u1331c.dsflakdjfl.company.com,g2u1331c,Physical,active,hp-ux,,cfg shared server,Location 5,1,H,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,6/15/2015,NULL,NULL
113304,g2u1332c.dsflakdjfl.company.com,g2u1332c,Physical,active,hp-ux,,cfg shared server,Location 5,1,H,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,6/15/2015,NULL,NULL
116063,c0003976.itcs.company.com,c0003976,Cloud,release,windows,,Cloud Automation,Location 3,,,Staging,Instance 2,Application Server,Scheduled,4/3/2015,NULL,NULL
116063,g1u1126c.dsflakdjfl.company.com,g1u1126c,Physical,active,hp-ux,,sap,Location 2,1,B,Development,Instance 2,SAP,Scheduled,4/3/2015,NULL,NULL
116063,g1u1127c.dsflakdjfl.company.com,g1u1127c,Physical,active,hp-ux,,sap,Location 2,1,B,Development,Instance 2,SAP,Scheduled,4/3/2015,NULL,NULL
116063,g1u1128c.dsflakdjfl.company.com,g1u1128c,Physical,active,hp-ux,,sap,Location 2,1,B,Test,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g1u1129c.dsflakdjfl.company.com,g1u1129c,Physical,active,hp-ux,,sap,Location 2,1,B,Test,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g1u1130.dsflakdjfl.company.com,g1u1130,Physical,active,hp-ux,,sap,Location 2,1,B,Development,Instance 2,SAP,Scheduled,4/3/2015,NULL,NULL
116063,g1u2086c.dsflakdjfl.company.com,g1u2086c,Physical,active,hp-ux,,,Location 2,1,C,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
116063,g1u2087c.dsflakdjfl.company.com,g1u2087c,Physical,active,hp-ux,,,Location 2,1,C,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
116063,g1u2156c.dsflakdjfl.company.com,g1u2156c,Physical,active,hp-ux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2158.dsflakdjfl.company.com,g1u2158,Physical,active,hp-ux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2159.dsflakdjfl.company.com,g1u2159,Physical,active,hp-ux,,sap,Location 2,1,C,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2160.dsflakdjfl.company.com,g1u2160,Physical,active,hp-ux,,sap,Location 2,1,C,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2209c.dsflakdjfl.company.com,g1u2209c,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2211.dsflakdjfl.company.com,g1u2211,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2212.dsflakdjfl.company.com,g1u2212,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2220c.dsflakdjfl.company.com,g1u2220c,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2222.dsflakdjfl.company.com,g1u2222,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
119809,c2t05742.itcs.company.com,c2t05742,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,Application Server,Complete,3/1/2015,3/1/2015,NULL
116063,g1u2223.dsflakdjfl.company.com,g1u2223,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g1u2989.dsflakdjfl.Instance 2corp.net,g1u2989,Physical,release,hp-ux,,,Location 2,1,Z,Development,Instance 2,Database(Oracle),Complete,4/3/2015,3/1/2015,NULL
116063,g1u2995.dsflakdjfl.Instance 2corp.net,g1u2995,Physical,release,hp-ux,,,Location 2,1,Z,Development,Instance 2,Application Server,Complete,4/3/2015,3/1/2015,NULL
116063,g1u3347c,g1u3347c,Physical,,HP-UX 11iV3,,,Location 2,,,Staging,Instance 2,#N/A,Complete,4/3/2015,3/1/2015,NULL
116063,g1u3442c.dsflakdjfl.company.com,g1u3442c,Physical,build,hp-ux,,,Location 2,1,Z,Staging,Instance 2,Database(Oracle),Complete,4/3/2015,3/1/2015,NULL
116063,g1u3443c.dsflakdjfl.company.com,g1u3443c,Physical,release,hp-ux,,,Location 2,1,Z,Staging,Instance 2,Database(Oracle),Complete,4/3/2015,3/1/2015,NULL
116063,g2u1545c.dsflakdjfl.company.com,g2u1545c,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
201829,c2t06081.itcs.company.com,c2t06081,Cloud,release,linux,,Cloud Automation,,,,Production,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
201829,c2t06083.itcs.company.com,c2t06083,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Dedicated Web Hosting (Apache),Complete,3/1/2015,3/1/2015,NULL
201829,c2t06084.itcs.company.com,c2t06084,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
116063,g2u1546.dsflakdjfl.company.com,g2u1546,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1547.dsflakdjfl.company.com,g2u1547,Physical,active,hp-ux,,sap,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1548.dsflakdjfl.company.com,g2u1548,Physical,active,hp-ux,,sap,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1605c.dsflakdjfl.company.com,g2u1605c,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1606.dsflakdjfl.company.com,g2u1606,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
116063,g2u1607.dsflakdjfl.company.com,g2u1607,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1608.dsflakdjfl.company.com,g2u1608,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1616.dsflakdjfl.company.com,g2u1616,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
116063,g2u1617.dsflakdjfl.company.com,g2u1617,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1618.dsflakdjfl.company.com,g2u1618,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,SAP,Scheduled,7/12/2015,NULL,NULL
116063,g2u1914.dsflakdjfl.company.com,g2u1914,Physical,active,hp-ux,,,Location 5,1,D,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
116063,g4u1354c.sdklsdla.company.com,g4u1354c,Physical,active,hp-ux,,cfg shared server,Location 1,1,B,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,7/12/2015,NULL,NULL
116063,g9u0068c.sdklsdla.company.com,g9u0068c,Physical,active,hp-ux,,cfg shared server,Location 3,1,C,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,7/12/2015,NULL,NULL
116063,g9u0904.sdklsdla.company.com,g9u0904,Physical,active,hp-ux,,,Location 3,1,C,Test,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u0905.sdklsdla.company.com,g9u0905,Physical,active,hp-ux,,,Location 3,1,C,Test,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u0906.sdklsdla.company.com,g9u0906,Physical,active,hp-ux,,,Location 3,1,D,Test,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u0907.sdklsdla.company.com,g9u0907,Physical,active,hp-ux,,,Location 3,1,D,Test,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u0926.sdklsdla.company.com,g9u0926,Physical,active,hp-ux,,,Location 3,1,D,Test,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u0927.sdklsdla.company.com,g9u0927,Physical,active,hp-ux,,,Location 3,1,D,Test,Instance 2,Database(Oracle),Complete,4/3/2015,4/3/2015,NULL
116063,g9u1350.sdklsdla.company.com,g9u1350,Physical,release,hp-ux,,,Location 3,1,D,Staging,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u1351.sdklsdla.company.com,g9u1351,Physical,release,hp-ux,,,Location 3,1,D,Staging,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u1352.sdklsdla.company.com,g9u1352,Physical,release,hp-ux,,,Location 3,1,D,Staging,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u1353c.sdklsdla.company.com,g9u1353c,Physical,release,hp-ux,,,Location 3,1,D,Staging,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u1354c.sdklsdla.company.com,g9u1354c,Physical,release,hp-ux,,,Location 3,1,D,Staging,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
202118,c2t07726.itcs.company.com,c2t07726,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t07728.itcs.company.com,c2t07728,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t07729.itcs.company.com,c2t07729,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t07730.itcs.company.com,c2t07730,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
116063,g9u1355.sdklsdla.company.com,g9u1355,Physical,release,hp-ux,,,Location 3,1,D,Staging,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
116063,g9u1356.sdklsdla.company.com,g9u1356,Physical,release,hp-ux,,,Location 3,1,D,Staging,Instance 2,SAP,Complete,4/3/2015,4/3/2015,NULL
202118,c2t08176.itcs.company.com,c2t08176,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08177.itcs.company.com,c2t08177,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08185.itcs.company.com,c2t08185,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08307.itcs.company.com,c2t08307,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08356.itcs.company.com,c2t08356,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08391.itcs.company.com,c2t08391,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08392.itcs.company.com,c2t08392,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08393.itcs.company.com,c2t08393,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08394.itcs.company.com,c2t08394,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08395.itcs.company.com,c2t08395,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08396.itcs.company.com,c2t08396,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t08496.itcs.company.com,c2t08496,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
201829,c2t08743.itcs.company.com,c2t08743,Cloud,release,linux,,Cloud Automation,,,,Production,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t09036.itcs.company.com,c2t09036,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t09037.itcs.company.com,c2t09037,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2t09038.itcs.company.com,c2t09038,Cloud,release,linux,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
201829,c2t09052.itcs.company.com,c2t09052,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
116063,g9u1357c.sdklsdla.company.com,g9u1357c,Physical,active,hp-ux,,,Location 3,1,D,Staging,Instance 2,Database(Oracle),Complete,4/3/2015,4/3/2015,NULL
116063,g9u1358c.sdklsdla.company.com,g9u1358c,Physical,active,hp-ux,,,Location 3,1,D,Staging,Instance 2,Database(Oracle),Complete,4/3/2015,4/3/2015,NULL
202257,g4u2800,g4u2800,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,7/12/2015,3/1/2015,NULL
202257,g4u2801,g4u2801,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,7/12/2015,3/1/2015,NULL
202257,g4u2809c,g4u2809c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,7/12/2015,3/1/2015,NULL
202257,g9u1605,g9u1605,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,7/12/2015,3/1/2015,NULL
202257,g9u1607,g9u1607,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,7/12/2015,3/1/2015,NULL
202257,g9u1608,g9u1608,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,7/12/2015,3/1/2015,NULL
202257,g9u1613c,g9u1613c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,7/12/2015,3/1/2015,NULL
115854,c1w03090.itcs.company.com,c1w03090,Cloud,release,windows,,Cloud Automation,,,,Development,Instance 2,Application Server,Scheduled,4/3/2015,NULL,NULL
107139,c2w02199.itcs.company.com,c2w02199,Cloud,active,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
113501,c2w02199.itcs.company.com,c2w02199,Cloud,active,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
115854,c1w03171.itcs.company.com,c1w03171,Cloud,release,windows,,Cloud Automation,,,,Development,Instance 2,Application Server,Scheduled,4/3/2015,NULL,NULL
115854,g1t3544.dsflakdjfl.company.com,g1t3544,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3545.dsflakdjfl.company.com,g1t3545,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3546.dsflakdjfl.company.com,g1t3546,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3547.dsflakdjfl.company.com,g1t3547,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3548.dsflakdjfl.company.com,g1t3548,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3549.dsflakdjfl.company.com,g1t3549,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3550.dsflakdjfl.company.com,g1t3550,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3551.dsflakdjfl.company.com,g1t3551,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3552.dsflakdjfl.company.com,g1t3552,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3553.dsflakdjfl.company.com,g1t3553,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3554.dsflakdjfl.company.com,g1t3554,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3555.dsflakdjfl.company.com,g1t3555,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3556.dsflakdjfl.company.com,g1t3556,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3557.dsflakdjfl.company.com,g1t3557,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3558.dsflakdjfl.company.com,g1t3558,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
202157,c2w05470.itcs.company.com,c2w05470,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
202157,c2w05471.itcs.company.com,c2w05471,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3559.dsflakdjfl.company.com,g1t3559,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3560.dsflakdjfl.company.com,g1t3560,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
202157,c2w05793.itcs.company.com,c2w05793,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202157,c2w05799.itcs.company.com,c2w05799,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
201551,c2w05879.itcs.company.com,c2w05879,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 3,#N/A,Complete,3/1/2015,3/1/2015,NULL
201551,c2w05883.itcs.company.com,c2w05883,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 3,#N/A,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3561.dsflakdjfl.company.com,g1t3561,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
200229,c2w06156.itcs.company.com,c2w06156,Cloud,decommissioned,windows,,Cloud Automation,,,,Development,Instance 3,#N/A,Complete,3/1/2015,3/1/2015,NULL
202157,c2w06402.itcs.company.com,c2w06402,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 2,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
107139,c2w06561.itcs.company.com,c2w06561,Cloud,release,windows,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3562.dsflakdjfl.company.com,g1t3562,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3563.dsflakdjfl.company.com,g1t3563,Physical,active,linux,,,Location 2,1,F,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3564.dsflakdjfl.company.com,g1t3564,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
202157,c2w07274.itcs.company.com,c2w07274,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2w07749.itcs.company.com,c2w07749,Cloud,release,windows,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202157,c2w07769.itcs.company.com,c2w07769,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 2,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
202157,c2w07772.itcs.company.com,c2w07772,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
202118,c2w08553.itcs.company.com,c2w08553,Cloud,release,windows,,Cloud Automation,,,,Development,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
202118,c2w08555.itcs.company.com,c2w08555,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3565.dsflakdjfl.company.com,g1t3565,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
202118,c2w08557.itcs.company.com,c2w08557,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3566.dsflakdjfl.company.com,g1t3566,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
202118,c2w08860.itcs.company.com,c2w08860,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 2,Application Server,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3567.dsflakdjfl.company.com,g1t3567,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3568.dsflakdjfl.company.com,g1t3568,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3569.dsflakdjfl.company.com,g1t3569,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3570.dsflakdjfl.company.com,g1t3570,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3571.dsflakdjfl.company.com,g1t3571,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3572.dsflakdjfl.company.com,g1t3572,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3573.dsflakdjfl.company.com,g1t3573,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
201551,c4t03459.itcs.company.com,c4t03459,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,#N/A,Complete,3/1/2015,3/1/2015,NULL
201551,c4t03460.itcs.company.com,c4t03460,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,#N/A,Complete,3/1/2015,3/1/2015,NULL
201551,c4t03461.itcs.company.com,c4t03461,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,#N/A,Complete,3/1/2015,3/1/2015,NULL
201551,c4t03462.itcs.company.com,c4t03462,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,#N/A,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3574.dsflakdjfl.company.com,g1t3574,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3575.dsflakdjfl.company.com,g1t3575,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3576.dsflakdjfl.company.com,g1t3576,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3577.dsflakdjfl.company.com,g1t3577,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3578.dsflakdjfl.company.com,g1t3578,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3579.dsflakdjfl.company.com,g1t3579,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3581.dsflakdjfl.company.com,g1t3581,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3582.dsflakdjfl.company.com,g1t3582,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
201834,c4t04526.itcs.company.com,c4t04526,Cloud,release,linux,,Cloud Automation,,,,Production,Instance 1,Application Server,Complete,3/1/2015,3/1/2015,NULL
115854,g1t3583.dsflakdjfl.company.com,g1t3583,Physical,active,linux,,,Location 2,1,B,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3584.dsflakdjfl.company.com,g1t3584,Physical,active,linux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3585.dsflakdjfl.company.com,g1t3585,Physical,active,linux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
115854,g1t3586.dsflakdjfl.company.com,g1t3586,Physical,active,linux,,,Location 2,1,E,Production,Instance 2,SAP,Scheduled,7/15/2015,NULL,NULL
